"","UNIT_NAME","UNIT_TYPE","PARKNAME","pPolyID","placekey","safegraph_place_id","parent_placekey","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude"
"820","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-225@8g9-mxh-nbk","sg:4e529924f28346ac8642d6d49544d923","","","Bote Mountain Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.586495,-83.838572
"821","Sequoia National Park","National Park","Sequoia",3,"zzy-223@5z7-k46-mtv","sg:5f8759101deb47baa4c59756bdcdab4f","","","Paradise Creek","","","Spectator Sports","Sports Teams and Clubs",711211,36.521602,-118.763784
"822","Shenandoah National Park","National Park","Shenandoah",38,"zzw-222@63r-s84-zpv","sg:2b33f7a666904687a9f0ac8a1de299e8","","","Shenandoah National Park Big Meadows Work Center","","","Justice, Public Order, and Safety Activities","Fire Protection",922160,38.529556,-78.441201
"823","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-h6c-9s5","sg:e1196e5608df4c5e93e86d343455dd06","","","Obsidian Room","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,44.4568,-110.829922
"824","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rhv-jjv","sg:ac1d7b564c3848d9a2c05b865bbf2b17","","","Mount Hoffmann","","","Motion Picture and Video Industries","Motion Picture Theaters (except Drive-Ins)",512131,37.845064,-119.49095
"825","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-y2g-249","sg:e88da3915f05482b8db484aab618bccd","","","John Colter Ranch House","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,43.902885,-110.641626
"826","Channel Islands National Park","National Park","Channel Islands",46,"zzz-222@5xq-3h9-y35","sg:ea6192bc2d9f43ab863a4bf2499be0b7","","","Christi Beach","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,34.026761,-119.876693
"827","Death Valley National Park","National Park","Death Valley",43,"zzw-222@5yv-5s3-t5f","sg:16a445981cb74a62bc71fa5f7a1b2c18","zzy-222@5yv-5s3-t5f","sg:866f9b9ef1f74db78186709838f32203","Salt Creek Trail","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,36.615123,-117.113148
"828","Sequoia National Park","National Park","Sequoia",3,"zzy-222@5z7-k2d-w49","sg:07a733294fa1414b8f8bc2a1cdfecfa7","","","Giant Forest Museum","","","Museums, Historical Sites, and Similar Institutions","Zoos and Botanical Gardens",712130,36.566166,-118.77475
"829","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-hbn-85f","sg:70db3a98c7664a329b1ab719f60f2d31","","","Jonas Phillips Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.777545,-83.118053
"830","Zion National Park","National Park","Zion",21,"zzw-222@5yy-b5b-n3q","sg:675bf05acc7649e0ad95f6c8b3484682","","","Emerald Pools","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.25974,-112.951327
"831","Rocky Mountain National Park","National Park","Rocky Mountain",48,"222-222@5q6-688-jy9","sg:a5f0afb0a893464fa44bb741f2ca84c0","","","Glacier Basin Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,40.366169,-105.560808
"832","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzy-222@5py-2rh-2rk","sg:cd4c87e2f7e1462ba4c4dfcd4d30f6e4","","","Holton Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.21629,-86.089351
"833","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzy-222@5py-2s8-rkz","sg:e48040aee94843fc8fc80f3299e967ac","","","Miles Davis Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.200027,-86.182663
"834","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzw-222@8g9-fsm-6kz","sg:886877d026684c028d5b617786e17ac6","","","Clingmans Dome","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,35.636679,-83.489544
"835","Yellowstone National Park","National Park","Yellowstone",2,"zzy-228@5wg-k4r-yn5","sg:619940ef93b24006a4ab63ab807f5be3","zzy-22h@5wg-k4r-yn5","sg:549b0e47b0394c90a16750f0a518ca5a","Roosevelt Lodge","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,44.555049,-110.395715
"836","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fx6-kmk","sg:8ef7fcf9e54c48b3a305629429b10e6c","zzy-224@5yz-fx6-kmk","sg:13a58a12d2cd442fbc9eb348c0055a01","Grand Canyon Trail Rides","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,36.044111,-111.8262
"837","Everglades National Park","National Park","Everglades",33,"zzy-223@8fw-6w2-7bk","sg:603b1a3a3def49b68ae66ef4d1166270","","","Coopertown Airboats","","","Travel Arrangement and Reservation Services","Travel Agencies",561510,25.76074,-80.561254
"838","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-678-z2k","sg:50d9b0f6122a4ec6b50c0ec8a2f96652","","","Emerald Lake Trail","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,40.312078,-105.645844
"839","Joshua Tree National Park","National Park","Joshua Tree",32,"zzy-222@5z5-8zj-xh5","sg:1a785427c1e940d2bad8d83fc954e5fd","","","Lost Palms Oasis","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,34.094761,-116.159455
"840","Redwood National Park","National Park","Redwood",37,"zzy-223@5v8-p2z-vxq","sg:b7091c7dc91f3a7487b2ad0b6d19011c","zzy-222@5v8-p2z-vxq","sg:d9024afec2754cc99b4b6444f81e985e","Big Tree","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,41.403446,-124.029899
"841","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"222-222@63v-cnx-47q","sg:15f7fdee8d4345ab824631835accf954","","","Peninsula Farmers' Market","","","Specialty Food Stores","Fruit and Vegetable Markets",445230,41.238035,-81.555506
"842","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzw-222@5py-4d7-47q","sg:6547913e3d804e15955ea31b68965a6a","","","Furlong Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.160817,-86.102358
"843","Hot Springs National Park","National Park","Hot Springs",45,"222-222@8f2-2tx-gx5","sg:82c457d32ab44921947bcdfa7f4ed866","zzz-222@8f2-2v3-nh5","sg:1aa5b03e956c4236bffee3e5d01f5153","Canyon Springs Health And Rehabilitation Llc","","","Nursing Care Facilities (Skilled Nursing Facilities)","Nursing Care Facilities (Skilled Nursing Facilities)",623110,34.533648,-93.037533
"844","Indiana Dunes National Park","National Park","Indiana Dunes",44,"zzz-222@5pv-ytf-t5f","sg:a8d27f63295a407bb3bc8fff3649a821","","","Portage Lakefront And Riverwalk","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.626799,-87.180607
"845","Zion National Park","National Park","Zion",21,"zzw-222@5yy-b72-dvz","sg:62f5e6661800457683aebd3cbc873757","","","South Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,37.204851,-112.981547
"846","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-y2f-gkz","sg:26659f64324d47e8b917b8b437d77555","","","Colter Bay Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,43.90949,-110.638565
"847","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-223@5yz-fth-rx5","sg:3637834082c94b299f36a8ad54dd6b51","","","El Tovar Hotel","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,36.055419,-112.139686
"848","Yosemite National Park","National Park","Yosemite",15,"zzw-222@5z7-rjk-z75","sg:5276f6699bff453985c98bc1d95e2d5d","","","California Eastern District Court Yosemite National Park Courthouse","","","Justice, Public Order, and Safety Activities","Courts",922110,37.748648,-119.587349
"849","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzy-224@63v-c85-zs5","sg:cb8475513501369085ce573bf224b3a1","zzz-222@63v-cns-cnq","sg:3916d65e7fa4422d86cc2703ab9c4797","Countryside Farmers Market At Howe Meadow","","","Specialty Food Stores","Fruit and Vegetable Markets",445230,41.189305,-81.583589
"850","Joshua Tree National Park","National Park","Joshua Tree",32,"zzy-227@5z5-9f7-bc5","sg:b96a53adb5fb4187bc142a18877745a6","zzy-228@5z5-9f7-bc5","sg:de59ef0982fe3448b8e6823c06d03f60","Hidden Valley Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,34.01751,-116.159172
"851","Everglades National Park","National Park","Everglades",33,"zzy-223@8dg-8np-w6k","sg:81b50857c2824f87905097dc3fdb4010","","","Everglades Safari Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,25.760498,-80.626016
"852","Redwood National Park","National Park","Redwood",37,"222-223@5v8-pg2-nkf","sg:1305f348902248838fd399b4ac5601b1","222-222@5v8-pg2-nkf","sg:77c65355ccf44e4c8f160ec749a841f2","California State Of Smith River Inspection Station","","","Agencies, Brokerages, and Other Insurance Related Activities","Insurance Agencies and Brokerages",524210,41.769704,-124.154708
"853","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rjk-xqz","sg:82a6ac77704d424083e24d0f6034ca0a","zzy-223@5z7-rjk-xqz","sg:c85da4425e7d4e4c894c36ecf6889256","Yosemite Valley Visitor Center","","","Travel Arrangement and Reservation Services","Travel Agencies",561510,37.748599,-119.588068
"854","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5yx-hnz-54v","sg:0b7a3be666d14174882cdd9339b3841b","","","Tuolumne Meadows","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.876909,-119.34573
"855","Olympic National Park","National Park","Olympic",36,"zzz-223@5ww-x8c-mx5","sg:601ed056329d4c6795b831704dc4db20","","","Boulder Beach","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,47.877681,-124.586763
"856","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"222-223@8g9-my5-6p9","sg:4bba431e6ed440b291b46ab0dfb9f354","","","Cades Cove Stables","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,35.602143,-83.777403
"857","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzz-222@63v-cpn-68v","sg:73e3a973e5174650bb2395fc5588a198","","","Furnace Run Metro Parks","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.268156,-81.638401
"858","Shenandoah National Park","National Park","Shenandoah",38,"zzy-222@63r-rvv-2ff","sg:e04cd4cf91984363be64395865ae1da8","","","Marys Rock Tunnel","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,38.650284,-78.317758
"859","Yellowstone National Park","National Park","Yellowstone",2,"zzy-22g@5wg-k4r-yn5","sg:baaeab1239dc4df2925ba869c0e902d8","zzy-22h@5wg-k4r-yn5","sg:549b0e47b0394c90a16750f0a518ca5a","Lake Deli","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,44.555049,-110.395728
"860","Grand Teton National Park","National Park","Grand Teton",25,"zzw-222@5qp-t65-c89","sg:504cede9aaaf4b60bf73aaadea5f72d6","","","Jackson Hole Airport","","","Support Activities for Air Transportation","Other Airport Operations",488119,43.606956,-110.73932
"861","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-223@5yz-fth-rtv","sg:d1b02e0d1ba241e6ad9282a40120014a","","","Harvey House Cafe","","","Restaurants and Other Eating Places","Snack and Nonalcoholic Beverage Bars",722515,36.055885,-112.141433
"862","Yellowstone National Park","National Park","Yellowstone",2,"zzy-229@5wg-h6c-6rk","sg:847a85f471f8482f965d48b87aebcb55","zzy-223@5wg-h6c-6rk","sg:8cc200c80cd94a9688c88dd03646b092","Delaware North Park Srvcs At Yellowstone","","","General Merchandise Stores, including Warehouse Clubs and Supercenters","All Other General Merchandise Stores",452319,44.460502,-110.828157
"863","Zion National Park","National Park","Zion",21,"zzy-222@5yy-mtk-yd9","sg:82697c7b829e44d6957edb636b0da2f3","","","Kolob Canyon Visitor's Center","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,37.453436,-113.225412
"864","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fsf-r49","sg:303855b6787843bb94905208167b99f7","","","Chimney Tops Trail","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,35.611781,-83.489526
"865","Big Bend National Park","National Park","Big Bend",28,"zzy-222@8t6-4xv-qxq","sg:4f9edf76fafb4e78bfaa78f773d35293","","","Glenn Springs Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,29.144551,-103.18888
"866","Everglades National Park","National Park","Everglades",33,"zzy-222@8dg-8np-w6k","sg:90d04ca1fbcb4c55a774e7bb12d83070","zzy-223@8dg-8np-w6k","sg:81b50857c2824f87905097dc3fdb4010","Safari Restaurant","","","Restaurants and Other Eating Places","Limited-Service Restaurants",722513,25.760514,-80.625956
"867","Saguaro National Park","National Park","Saguaro",49,"222-222@8tr-z3f-3t9","sg:e090c3dbf63d43ce8dd7e05119421d4d","zzz-222@8tr-z3m-wtv","sg:e37a53b139674d5cb0e95a309d708013","Red Hills Visitor Center","","","Travel Arrangement and Reservation Services","Travel Agencies",561510,32.254456,-111.197352
"868","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-f8j-3wk","sg:0736a5e4de554f95a3baaf5e0c53ab16","","","Roaring Fork Nature Trail","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,35.710174,-83.478337
"869","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fb7-ysq","sg:7928682d04754d069df39360ca52ebea","","","Burton Ogle Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.663352,-83.516566
"870","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-hv5-vs5","sg:cee18dff4aec46baac6588c2d9dc6f09","","","Palmer Chapel Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.628545,-83.109453
"871","Guadalupe Mountains National Park","National Park","Guadalupe Mountains",8,"zzw-222@8tk-m5c-3yv","sg:3c39f426e63646b4aff26a358540e26d","","","Hammack Ranch Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,31.923088,-104.864494
"872","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5yx-hp2-5pv","sg:ccfd604c204e4185a0893438920402ad","zzy-224@5yx-hp2-5pv","sg:3a55226ec64f37eda6ef039a3e031902","Tuolumne Grove of Giant Sequoias","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,37.871185,-119.357695
"873","Olympic National Park","National Park","Olympic",36,"222-222@5ww-t6n-pn5","sg:1b00083e0efa4083afa60d632725d097","","","Lake Crescent Lodge","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,48.057189,-123.799969
"874","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-xym-8gk","sg:9e65512402cb462ab33336b28af21ee1","","","Kelly Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,43.632722,-110.607717
"875","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rkb-7dv","sg:7d37012c759c4f4984a3f8e59ada1b53","","","Yosemite Valley Shuttle","","","Other Transit and Ground Passenger Transportation","All Other Transit and Ground Passenger Transportation",485999,37.785391,-119.60541
"876","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-n99-5mk","sg:24522042ed9b46b191fc784d0a173d0f","","","Queen Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.499123,-83.40073
"877","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fth-3h5","sg:74681e346884401ea19fc696156cb101","","","Mule Rides at the Grand Canyon","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,36.056945,-112.140648
